EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,MonthlyIncome,BusinessTravel,DistanceFromHome,PercentSalaryHike,StockOptionLevel,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition
3205,37,Male,Single,Bachelor,Life Sciences,Research & Development,Manager,3,33880,Travel_Rarely,16,11,0,3.0,4.0,2,1,0,0,Very High,Very High,Better,Very High,Excellent,No
3206,50,Male,Married,Bachelor,Medical,Sales,Laboratory Technician,1,54730,Travel_Rarely,5,19,1,1.0,20.0,2,20,3,8,Very High,High,Better,Very High,Excellent,No
3207,34,Male,Single,Below College,Medical,Research & Development,Healthcare Representative,1,27030,Travel_Rarely,18,21,1,1.0,9.0,2,8,7,7,Very High,Medium,Best,High,Outstanding,No
3208,24,Female,Single,College,Life Sciences,Research & Development,Healthcare Representative,1,25010,Travel_Rarely,17,12,0,9.0,4.0,3,2,2,0,Low,High,Better,Low,Excellent,Yes
3209,39,Female,Single,Doctor,Medical,Research & Development,Sales Representative,1,62200,Travel_Rarely,12,14,2,1.0,20.0,2,20,11,10,Very High,High,Better,High,Excellent,No
3210,32,Male,Single,Bachelor,Life Sciences,Research & Development,Research Scientist,5,30380,Travel_Rarely,2,11,0,1.0,10.0,5,10,0,8,Very High,Very High,Good,Low,Excellent,No
3211,50,Male,Married,College,Medical,Research & Development,Sales Representative,4,44240,Travel_Frequently,4,14,1,3.0,18.0,2,4,1,3,Medium,High,Better,Medium,Excellent,Yes
3212,38,Male,Single,Master,Life Sciences,Research & Development,Sales Executive,1,43120,Travel_Rarely,9,12,1,0.0,10.0,2,9,1,8,Medium,Very High,Good,Medium,Excellent,No
3213,27,Male,Married,Bachelor,Medical,Research & Development,Research Scientist,5,132450,Travel_Rarely,10,23,1,1.0,9.0,3,9,0,7,High,Low,Better,Medium,Outstanding,No
3214,32,Male,Single,Bachelor,Medical,Sales,Sales Executive,2,136640,Travel_Rarely,1,14,0,3.0,10.0,6,7,7,7,High,Very High,Better,High,Excellent,No
3215,47,Female,Single,Bachelor,Medical,Research & Development,Sales Executive,5,50210,Travel_Rarely,2,17,0,2.0,20.0,3,7,1,7,Very High,Low,Better,High,Excellent,No
3216,40,Female,Married,Master,Medical,Research & Development,Human Resources,3,51260,Travel_Frequently,3,18,0,5.0,20.0,2,18,1,12,Very High,Low,Better,High,Excellent,No
3217,53,Male,Married,Below College,Life Sciences,Research & Development,Laboratory Technician,2,28590,Travel_Rarely,7,18,1,3.0,32.0,2,5,1,3,High,High,Better,High,Excellent,No
3218,41,Male,Divorced,Bachelor,Medical,Sales,Sales Executive,1,102390,Travel_Rarely,6,24,3,3.0,23.0,3,21,12,6,Medium,Very High,Good,High,Outstanding,No
3219,60,Female,Single,College,Life Sciences,Research & Development,Laboratory Technician,5,53290,Travel_Rarely,8,20,0,8.0,10.0,3,2,2,2,Low,Low,Better,Very High,Outstanding,No
3220,27,Male,Divorced,Below College,Life Sciences,Research & Development,Manufacturing Director,2,43250,Travel_Frequently,29,14,0,1.0,9.0,2,9,1,7,Very High,Low,Good,Medium,Excellent,No
3221,41,Male,Married,Bachelor,Medical,Research & Development,Manufacturing Director,1,72600,Travel_Rarely,3,16,0,1.0,22.0,2,22,2,10,Very High,High,Better,High,Excellent,No
3222,50,Male,Married,Bachelor,Life Sciences,Sales,Research Scientist,2,23220,Travel_Rarely,9,25,1,7.0,4.0,0,2,2,2,Very High,Medium,Better,Very High,Outstanding,No
3223,28,Male,Single,Master,Life Sciences,Sales,Research Scientist,3,20750,Travel_Rarely,2,18,3,7.0,10.0,0,7,3,7,Low,Medium,Better,Medium,Excellent,Yes
3224,36,Female,Married,Master,Technical Degree,Research & Development,Research Scientist,2,41520,Non-Travel,10,19,1,9.0,10.0,3,8,0,5,Low,Low,Better,High,Excellent,No
3225,38,Female,Single,Bachelor,Medical,Research & Development,Manager,3,96190,Travel_Rarely,1,13,1,4.0,10.0,2,1,0,0,High,High,Best,High,Excellent,No
3226,44,Male,Single,College,Life Sciences,Research & Development,Research Scientist,1,135030,Non-Travel,8,12,0,2.0,9.0,6,5,1,4,Low,High,Better,Medium,Excellent,No
3227,47,Male,Divorced,Bachelor,Life Sciences,Research & Development,Research Scientist,1,54410,Travel_Frequently,27,22,1,9.0,28.0,6,22,11,13,Very High,High,Good,Medium,Outstanding,No
3228,30,Male,Divorced,Bachelor,Life Sciences,Research & Development,Sales Executive,2,52090,Travel_Rarely,8,14,1,7.0,10.0,3,8,7,7,High,Very High,Good,High,Excellent,No
3229,29,Female,Single,College,Medical,Research & Development,Sales Executive,1,106730,Travel_Rarely,1,13,3,1.0,1.0,2,1,0,0,High,High,Better,High,Excellent,No
3230,42,Female,Divorced,Below College,Life Sciences,Research & Development,Sales Executive,1,50100,Travel_Frequently,10,21,3,6.0,7.0,3,2,2,2,High,High,Better,High,Outstanding,Yes
3231,43,Male,Married,Below College,Life Sciences,Research & Development,Laboratory Technician,1,135490,Travel_Frequently,26,11,2,3.0,7.0,3,2,2,2,Very High,Very High,Better,High,Excellent,No
3232,34,Male,Single,Doctor,Technical Degree,Research & Development,Healthcare Representative,2,49990,Travel_Rarely,2,12,2,3.0,10.0,2,5,4,3,Medium,High,Better,Very High,Excellent,No
3233,23,Male,Married,Bachelor,Marketing,Sales,Sales Executive,5,42210,Travel_Rarely,13,11,1,1.0,5.0,4,4,0,2,Medium,Low,Best,High,Excellent,No
3234,39,Female,Married,Master,Marketing,Sales,Healthcare Representative,4,138720,Travel_Rarely,2,12,3,9.0,12.0,3,8,3,6,High,Medium,Bad,Medium,Excellent,No
3235,56,Male,Married,Master,Medical,Research & Development,Manager,1,20420,Travel_Rarely,2,12,0,7.0,30.0,6,10,1,1,High,Very High,Good,High,Excellent,No
3236,40,Male,Single,Bachelor,Marketing,Sales,Research Scientist,2,20730,Travel_Rarely,9,14,0,0.0,5.0,3,4,2,3,Very High,Very High,Good,High,Excellent,No
3237,27,Female,Single,Bachelor,Life Sciences,Research & Development,Laboratory Technician,1,29560,Travel_Rarely,10,13,0,8.0,9.0,6,7,0,7,Very High,Low,Bad,High,Excellent,No
3238,29,Female,Divorced,Bachelor,Marketing,Sales,Manager,2,29260,Travel_Rarely,20,15,1,1.0,2.0,3,2,2,2,Very High,Medium,Better,Medium,Excellent,No
3239,53,Female,Single,Bachelor,Life Sciences,Research & Development,Laboratory Technician,3,48090,Travel_Rarely,9,18,0,2.0,19.0,2,2,2,2,Very High,Very High,Better,High,Excellent,No
3240,35,Male,Divorced,Below College,Medical,Research & Development,Healthcare Representative,1,51630,Non-Travel,5,18,2,2.0,16.0,4,1,0,0,Very High,Low,Best,High,Excellent,No
3241,32,Male,Married,Master,Life Sciences,Sales,Sales Executive,2,188440,Travel_Frequently,4,19,0,1.0,10.0,3,10,4,7,Low,Very High,Better,Low,Excellent,No
3242,38,Male,Married,Bachelor,Medical,Sales,Laboratory Technician,4,181720,Travel_Rarely,10,12,2,6.0,6.0,5,1,0,1,Very High,High,Bad,High,Excellent,No
3243,34,Female,Divorced,Bachelor,Medical,Research & Development,Laboratory Technician,3,57440,Travel_Rarely,20,19,1,3.0,7.0,4,0,0,0,Medium,Low,Better,Medium,Excellent,No
3244,52,Male,Married,Doctor,Technical Degree,Sales,Manager,3,28890,Travel_Rarely,21,11,1,1.0,34.0,2,34,1,16,High,Low,Best,High,Excellent,No
3245,33,Male,Single,College,Medical,Research & Development,Laboratory Technician,3,28710,Travel_Rarely,1,17,3,1.0,10.0,2,10,7,8,Very High,Very High,Good,High,Excellent,Yes
3246,25,Male,Single,Bachelor,Life Sciences,Research & Development,Research Scientist,2,74840,Travel_Rarely,8,15,0,1.0,6.0,3,6,1,4,High,Very High,Good,High,Excellent,No
3247,45,Male,Single,Bachelor,Life Sciences,Sales,Healthcare Representative,3,60740,Travel_Rarely,2,14,0,0.0,9.0,2,8,3,1,Medium,High,Better,High,Excellent,No
3248,23,Female,Single,Below College,Life Sciences,Research & Development,Research Scientist,2,173280,Travel_Rarely,23,17,1,1.0,2.0,2,2,0,2,Low,High,Better,Low,Excellent,No
3249,47,Male,Single,Bachelor,Life Sciences,Research & Development,Research Director,1,27740,Travel_Frequently,4,13,1,4.0,8.0,2,5,1,3,Medium,High,Better,High,Excellent,Yes
3250,34,Male,Single,Bachelor,Technical Degree,Research & Development,Research Scientist,1,45050,Travel_Rarely,12,12,0,1.0,6.0,3,6,1,4,Very High,Very High,Better,High,Excellent,No
3251,55,Male,Married,Bachelor,Human Resources,Human Resources,Laboratory Technician,4,74280,Travel_Rarely,7,12,0,5.0,24.0,2,5,1,4,Very High,Low,Better,High,Excellent,Yes
3252,36,Male,Single,College,Life Sciences,Research & Development,Sales Executive,5,116310,Non-Travel,7,18,1,1.0,10.0,2,10,0,9,Low,Low,Better,Low,Excellent,No
3253,52,Male,Married,Master,Life Sciences,Research & Development,Sales Executive,5,97380,Non-Travel,1,18,2,0.0,5.0,2,4,1,2,Very High,Very High,Better,High,Excellent,No
3254,26,Male,Divorced,College,Life Sciences,Research & Development,Manufacturing Director,1,28350,Travel_Frequently,2,11,1,3.0,5.0,2,2,2,0,Low,Very High,Better,High,Excellent,No
3255,29,Male,Married,College,Medical,Research & Development,Manufacturing Director,3,169590,Travel_Rarely,10,14,3,4.0,11.0,5,8,1,1,Medium,High,Good,High,Excellent,No
3256,26,Male,Single,College,Life Sciences,Research & Development,Laboratory Technician,2,26130,Travel_Rarely,15,19,1,6.0,6.0,2,4,1,2,Very High,Low,Good,High,Excellent,Yes
3257,34,Male,Single,Master,Technical Degree,Research & Development,Manufacturing Director,2,61460,Travel_Rarely,14,12,0,2.0,10.0,3,4,1,3,Medium,Very High,Better,High,Excellent,No
3258,54,Female,Divorced,Master,Medical,Research & Development,Laboratory Technician,2,49630,Travel_Rarely,18,15,1,9.0,9.0,2,5,1,4,Very High,Low,Better,High,Excellent,No
3259,27,Female,Married,College,Life Sciences,Research & Development,Research Scientist,4,195370,Travel_Frequently,13,12,0,0.0,5.0,5,4,1,1,High,Very High,Better,High,Excellent,No
3260,37,Male,Divorced,Master,Technical Degree,Sales,Manufacturing Director,2,61720,Travel_Rarely,2,11,0,0.0,6.0,1,5,4,3,Very High,Low,Good,High,Excellent,No
3261,38,Female,Single,Master,Life Sciences,Sales,Research Scientist,2,23680,Travel_Frequently,2,11,1,6.0,17.0,3,15,4,12,Low,Low,Better,High,Excellent,No
3263,35,Male,Married,Master,Medical,Research & Development,Manager,3,16750,Travel_Rarely,5,16,0,1.0,3.0,6,3,0,2,Low,Very High,Good,Medium,Excellent,No
3264,30,Male,Married,Bachelor,Medical,Research & Development,Laboratory Technician,1,25230,Travel_Rarely,20,13,1,3.0,7.0,2,2,0,2,Very High,High,Better,High,Excellent,No
3265,40,Male,Married,Master,Medical,Research & Development,Manufacturing Director,2,65670,Travel_Frequently,10,13,1,1.0,8.0,3,8,3,7,High,Medium,Better,Very High,Excellent,No
3266,34,Male,Married,Bachelor,Life Sciences,Research & Development,Healthcare Representative,3,47390,Travel_Rarely,10,24,2,5.0,6.0,2,3,1,2,High,Low,Better,High,Outstanding,No
3267,42,Male,Divorced,Master,Medical,Research & Development,Manufacturing Director,1,92080,Travel_Frequently,9,15,1,1.0,24.0,2,24,14,9,Medium,Very High,Good,Very High,Excellent,No
3268,23,Female,Married,Bachelor,Medical,Sales,Manufacturing Director,4,45590,Travel_Rarely,2,18,1,1.0,1.0,2,0,0,0,High,Low,Better,Medium,Excellent,Yes
3269,24,Female,Divorced,Doctor,Marketing,Sales,Manufacturing Director,1,81890,Non-Travel,1,14,1,1.0,1.0,3,1,0,0,High,Medium,Better,High,Excellent,No
3270,52,Male,Married,Bachelor,Life Sciences,Research & Development,Manufacturing Director,2,29420,Travel_Rarely,29,11,1,8.0,9.0,1,5,1,4,Very High,High,Better,Medium,Excellent,No
3271,50,Male,Married,Master,Life Sciences,Research & Development,Sales Executive,2,49410,Travel_Rarely,8,11,1,5.0,30.0,3,4,0,3,High,High,Better,Low,Excellent,No
3272,29,Female,Married,Master,Marketing,Sales,Research Scientist,4,106500,Travel_Rarely,2,13,2,1.0,1.0,2,1,0,0,Medium,Low,Better,Very High,Excellent,Yes
3273,33,Male,Married,Master,Life Sciences,Research & Development,Manufacturing Director,4,59020,Travel_Rarely,3,12,1,0.0,14.0,2,13,3,7,High,High,Best,High,Excellent,No
3274,33,Male,Single,Doctor,Life Sciences,Research & Development,Human Resources,1,86390,Travel_Rarely,23,16,2,5.0,6.0,3,3,0,2,Low,Low,Better,Medium,Excellent,Yes
3275,47,Male,Married,Master,Other,Research & Development,Manager,2,63470,Travel_Rarely,6,14,0,1.0,26.0,2,26,3,0,High,Very High,Good,Very High,Excellent,No
3276,36,Female,Married,Bachelor,Medical,Sales,Sales Executive,2,42000,Travel_Rarely,6,22,0,0.0,10.0,3,9,0,5,High,Medium,Better,High,Outstanding,No
3277,29,Male,Married,Bachelor,Other,Research & Development,Research Scientist,1,34520,Travel_Rarely,10,11,0,1.0,10.0,3,10,0,7,High,High,Better,Medium,Excellent,No
3278,58,Female,Single,Bachelor,Other,Research & Development,Research Scientist,2,43170,Travel_Rarely,24,17,0,7.0,40.0,2,31,13,8,Very High,Medium,Better,High,Excellent,Yes
3279,35,Female,Single,Master,Marketing,Sales,Research Scientist,1,26320,Travel_Rarely,10,13,3,3.0,7.0,3,2,2,2,Very High,High,Better,Very High,Excellent,No
3280,42,Male,Married,Below College,Marketing,Sales,Laboratory Technician,2,46680,Travel_Rarely,15,18,2,9.0,8.0,2,4,0,2,Very High,Very High,Better,High,Excellent,No
3281,28,Female,Single,Master,Medical,Research & Development,Sales Executive,2,32040,Travel_Rarely,19,16,1,6.0,5.0,4,2,2,1,High,High,Good,Medium,Excellent,Yes
3282,36,Male,Married,Bachelor,Life Sciences,Research & Development,Healthcare Representative,2,27200,Travel_Rarely,2,14,1,4.0,8.0,3,5,0,4,High,Medium,Better,High,Excellent,No
3283,32,Male,Married,Below College,Medical,Research & Development,Manufacturing Director,2,171810,Travel_Rarely,3,14,0,1.0,14.0,2,14,6,8,High,High,Better,Medium,Excellent,No
3284,40,Male,Single,Bachelor,Marketing,Sales,Manufacturing Director,3,22380,Travel_Frequently,9,14,0,6.0,10.0,3,1,0,0,Low,High,Better,High,Excellent,No
3285,30,Male,Single,Bachelor,Technical Degree,Research & Development,Research Director,2,14830,Travel_Rarely,7,13,0,5.0,12.0,3,0,0,0,High,Very High,Good,High,Excellent,No
3286,45,Male,Single,Master,Life Sciences,Research & Development,Research Director,1,56050,Travel_Rarely,10,12,2,1.0,1.0,2,1,0,0,Medium,High,Better,High,Excellent,No
3287,42,Male,Married,College,Medical,Research & Development,Sales Representative,2,72950,Travel_Rarely,20,15,0,1.0,10.0,3,9,7,8,Medium,Medium,Good,High,Excellent,No
3288,38,Male,Divorced,Bachelor,Medical,Sales,Research Scientist,2,23060,Travel_Frequently,4,19,1,2.0,13.0,5,4,1,2,Low,Low,Good,High,Excellent,No
3289,34,Male,Single,Master,Life Sciences,Research & Development,Laboratory Technician,3,23480,Travel_Frequently,7,14,1,1.0,6.0,3,5,1,3,High,Very High,Better,High,Excellent,No
3290,49,Female,Married,College,Life Sciences,Sales,Healthcare Representative,2,89980,Travel_Rarely,7,14,2,1.0,9.0,2,9,7,7,High,Very High,Best,Very High,Excellent,Yes
3291,55,Male,Single,Bachelor,Technical Degree,Human Resources,Manufacturing Director,4,43190,Travel_Rarely,16,11,0,4.0,12.0,3,9,7,3,High,Very High,Good,Very High,Excellent,Yes
3292,43,Male,Married,College,Medical,Research & Development,Healthcare Representative,2,61320,Travel_Rarely,25,13,0,6.0,22.0,3,4,1,0,Medium,Low,Better,Medium,Excellent,No
3293,27,Male,Divorced,Master,Medical,Sales,Manager,2,33460,Travel_Rarely,2,21,1,1.0,9.0,2,9,0,8,High,Very High,Better,Medium,Outstanding,No
3294,35,Male,Single,Bachelor,Medical,Research & Development,Research Director,1,108550,Travel_Rarely,1,13,1,3.0,17.0,2,8,1,6,High,High,Best,High,Excellent,No
3295,28,Female,Married,College,Technical Degree,Sales,Sales Executive,1,22310,Travel_Rarely,1,12,0,1.0,8.0,3,8,7,5,Medium,Medium,Better,Medium,Excellent,No
3297,26,Female,Married,Master,Other,Research & Development,Sales Executive,1,20240,Travel_Frequently,22,23,0,1.0,8.0,2,8,1,7,High,High,Better,High,Outstanding,Yes
3298,27,Female,Married,Bachelor,Technical Degree,Sales,Sales Executive,1,27130,Non-Travel,1,11,0,1.0,0.0,2,0,0,0,Very High,Very High,Good,High,Excellent,No
3299,51,Male,Married,Bachelor,Medical,Sales,Research Scientist,3,94390,Travel_Rarely,16,15,3,2.0,29.0,0,20,4,17,Low,High,Good,High,Excellent,No
3300,44,Female,Single,Doctor,Medical,Sales,Sales Executive,1,25660,Travel_Rarely,24,11,1,9.0,10.0,3,5,2,3,Very High,Medium,Good,High,Excellent,No
3301,25,Male,Single,Bachelor,Medical,Research & Development,Laboratory Technician,1,199260,Travel_Rarely,17,11,3,7.0,6.0,5,4,0,1,Low,Low,Good,Very High,Excellent,No
3302,33,Male,Divorced,Master,Life Sciences,Research & Development,Laboratory Technician,3,24510,Travel_Rarely,8,13,1,1.0,9.0,3,9,0,8,Low,Low,Better,Medium,Excellent,No
3303,35,Female,Single,Master,Medical,Sales,Manager,2,94190,Travel_Rarely,6,24,1,1.0,6.0,5,6,1,1,High,Low,Good,Medium,Outstanding,No
3304,36,Male,Married,Master,Marketing,Sales,Manager,3,86860,Travel_Rarely,10,13,0,1.0,18.0,2,18,4,11,Medium,Very High,Good,High,Excellent,No
3305,32,Female,Divorced,Master,Medical,Research & Development,Sales Executive,4,30380,Travel_Rarely,3,20,0,2.0,8.0,3,5,0,3,Medium,Very High,Good,High,Outstanding,No
3306,30,Male,Divorced,Doctor,Medical,Research & Development,Sales Representative,5,30580,Travel_Frequently,4,14,1,9.0,10.0,2,5,0,3,Medium,Very High,Good,High,Excellent,No
3307,53,Male,Married,Bachelor,Marketing,Sales,Sales Executive,4,23250,Travel_Rarely,6,18,1,7.0,35.0,1,5,0,4,Low,Very High,Better,Very High,Excellent,No
3308,45,Male,Divorced,Doctor,Technical Degree,Research & Development,Healthcare Representative,2,20880,Travel_Rarely,1,15,3,4.0,18.0,2,5,0,2,Very High,Low,Better,High,Excellent,No
3309,32,Female,Married,Bachelor,Marketing,Sales,Human Resources,1,30720,Travel_Rarely,10,12,0,5.0,9.0,4,5,1,3,High,High,Good,Low,Excellent,No
3310,52,Male,Married,Below College,Life Sciences,Research & Development,Laboratory Technician,2,50060,Travel_Frequently,1,16,1,3.0,31.0,2,9,0,0,High,Very High,Better,High,Excellent,No
3311,37,Female,Divorced,College,Life Sciences,Sales,Laboratory Technician,4,42570,Travel_Rarely,24,15,0,4.0,9.0,2,1,0,0,Very High,High,Better,High,Excellent,No
3312,28,Female,Divorced,Master,Life Sciences,Research & Development,Healthcare Representative,1,25000,Travel_Rarely,21,16,2,1.0,6.0,3,5,0,4,Medium,Very High,Better,High,Excellent,No
3313,22,Male,Married,College,Life Sciences,Research & Development,Sales Representative,1,11020,Travel_Rarely,2,19,0,6.0,4.0,3,2,2,2,Very High,Very High,Bad,Medium,Excellent,No
3314,44,Female,Married,Bachelor,Medical,Research & Development,Laboratory Technician,1,104530,Travel_Rarely,22,11,1,2.0,10.0,2,3,0,2,Low,Very High,Good,High,Excellent,No
3315,42,Female,Single,Master,Life Sciences,Sales,Laboratory Technician,2,22880,Travel_Frequently,13,16,1,5.0,8.0,4,2,2,2,Medium,Very High,Better,Medium,Excellent,No
3316,36,Male,Married,Bachelor,Other,Research & Development,Research Scientist,2,39290,Travel_Rarely,14,24,0,0.0,6.0,6,5,0,3,Low,Low,Better,Medium,Outstanding,No
3317,25,Female,Married,Bachelor,Life Sciences,Sales,Laboratory Technician,1,23110,Travel_Rarely,11,11,1,1.0,5.0,2,5,0,3,High,Low,Better,High,Excellent,No
3318,35,Female,Married,College,Life Sciences,Research & Development,Healthcare Representative,1,31400,Travel_Rarely,9,13,1,1.0,17.0,2,17,5,15,Very High,High,Better,Medium,Excellent,No
3319,35,Female,Divorced,College,Marketing,Sales,Laboratory Technician,1,36900,Travel_Frequently,8,13,1,1.0,10.0,2,10,7,8,Very High,Medium,Good,Very High,Excellent,Yes
3320,32,Male,Divorced,Bachelor,Life Sciences,Research & Development,Sales Executive,1,44500,Non-Travel,21,13,0,0.0,4.0,3,3,0,2,Very High,Very High,Better,High,Excellent,No
3321,25,Female,Married,Bachelor,Marketing,Sales,Research Scientist,4,27560,Travel_Rarely,5,12,2,1.0,5.0,2,5,0,3,High,Low,Best,High,Excellent,No
3322,49,Female,Married,Bachelor,Technical Degree,Sales,Sales Representative,2,190330,Travel_Rarely,9,18,1,2.0,7.0,5,4,0,2,High,Low,Better,High,Excellent,No
3323,24,Male,Married,Doctor,Technical Degree,Research & Development,Healthcare Representative,2,187220,Non-Travel,2,22,1,0.0,6.0,3,5,3,4,Low,Very High,Good,High,Outstanding,No
3324,32,Male,Married,Doctor,Medical,Research & Development,Research Scientist,1,95470,Travel_Frequently,12,13,1,1.0,10.0,3,10,5,3,Medium,Medium,Better,Medium,Excellent,No
3325,38,Male,Married,College,Medical,Sales,Sales Executive,1,137340,Travel_Rarely,22,13,0,0.0,3.0,3,2,1,2,Medium,Medium,Better,Very High,Excellent,No
3326,42,Female,Married,Below College,Technical Degree,Research & Development,Research Scientist,2,199990,Travel_Rarely,18,23,1,2.0,17.0,6,5,1,3,High,Very High,Good,High,Outstanding,No
3327,31,Female,Married,Bachelor,Life Sciences,Research & Development,Sales Executive,3,22790,Travel_Rarely,16,12,1,3.0,8.0,3,6,0,2,Very High,Very High,Better,High,Excellent,No
3328,29,Male,Divorced,Bachelor,Marketing,Sales,Laboratory Technician,3,59160,Travel_Rarely,3,12,0,6.0,5.0,2,3,0,2,Medium,High,Better,High,Excellent,Yes
3329,53,Male,Married,Bachelor,Life Sciences,Research & Development,Sales Representative,1,20890,Travel_Rarely,9,16,0,5.0,28.0,2,2,2,2,Low,Very High,Better,Medium,Excellent,No
3330,35,Male,Married,Bachelor,Life Sciences,Research & Development,Healthcare Representative,3,167920,Travel_Rarely,1,12,1,3.0,16.0,3,13,4,8,Very High,Medium,Better,Very High,Excellent,No
3331,37,Female,Married,Master,Life Sciences,Research & Development,Human Resources,3,35640,Travel_Frequently,13,11,0,5.0,10.0,1,5,0,0,High,Very High,Better,Low,Excellent,No
3332,53,Male,Single,Below College,Medical,Research & Development,Sales Executive,1,44250,Travel_Rarely,1,22,1,6.0,33.0,2,12,3,8,Very High,Very High,Better,Very High,Outstanding,No
3333,43,Male,Married,Bachelor,Medical,Research & Development,Laboratory Technician,1,52650,Travel_Frequently,1,11,1,4.0,12.0,4,5,2,2,Very High,Very High,Good,High,Excellent,No
3334,47,Female,Married,Master,Marketing,Sales,Research Director,3,65530,Travel_Rarely,15,15,0,0.0,8.0,2,7,7,7,High,Very High,Better,High,Excellent,No
3335,37,Female,Single,Doctor,Medical,Research & Development,Research Scientist,2,62610,Non-Travel,1,12,0,1.0,10.0,1,10,0,9,Low,Medium,Better,High,Excellent,No
3336,50,Female,Divorced,Bachelor,Medical,Research & Development,Laboratory Technician,1,42980,Non-Travel,17,20,1,1.0,31.0,6,31,14,7,Low,Low,Better,High,Outstanding,No
3337,39,Female,Married,Bachelor,Other,Research & Development,Human Resources,3,68040,Travel_Rarely,1,14,1,8.0,13.0,3,5,0,4,Very High,Very High,Better,Medium,Excellent,No
3338,33,Male,Divorced,Bachelor,Life Sciences,Sales,Manufacturing Director,2,38150,Travel_Rarely,7,11,1,3.0,7.0,3,4,0,3,Very High,Medium,Best,High,Excellent,No
3339,32,Female,Single,Below College,Medical,Research & Development,Laboratory Technician,1,27410,Travel_Rarely,9,15,1,1.0,1.0,5,1,0,1,Low,Very High,Bad,Medium,Excellent,Yes
3341,44,Male,Married,College,Life Sciences,Research & Development,Manufacturing Director,2,76390,Travel_Rarely,26,14,0,1.0,8.0,6,8,7,1,Medium,Low,Better,High,Excellent,No
3342,28,Female,Single,Doctor,Life Sciences,Sales,Research Scientist,1,23280,Travel_Rarely,24,11,2,1.0,4.0,3,4,0,2,Low,Very High,Better,High,Excellent,No
3343,58,Male,Divorced,College,Technical Degree,Sales,Sales Executive,1,21530,Travel_Frequently,9,11,0,9.0,3.0,3,1,0,0,Very High,Very High,Good,High,Excellent,Yes
3344,43,Male,Divorced,Master,Marketing,Sales,Sales Executive,2,48760,Travel_Rarely,7,16,2,4.0,4.0,4,1,0,0,Low,Medium,Best,High,Excellent,No
3345,20,Male,Single,Bachelor,Medical,Research & Development,Sales Executive,2,93960,Travel_Rarely,11,12,0,1.0,2.0,6,2,0,2,High,High,Good,Low,Excellent,Yes
3346,21,Male,Single,Bachelor,Medical,Research & Development,Sales Executive,2,104000,Travel_Rarely,1,13,1,1.0,1.0,2,1,0,0,Very High,Very High,Good,High,Excellent,Yes
3347,36,Male,Married,Master,Medical,Research & Development,Laboratory Technician,1,84740,Travel_Rarely,26,14,0,0.0,17.0,3,16,4,11,High,Very High,Good,High,Excellent,No
3348,47,Male,Single,Bachelor,Life Sciences,Research & Development,Manufacturing Director,2,99810,Travel_Rarely,2,21,1,1.0,3.0,3,3,1,2,Very High,Very High,Good,High,Outstanding,No
3349,22,Female,Married,Master,Life Sciences,Research & Development,Laboratory Technician,1,124900,Travel_Rarely,15,13,0,0.0,4.0,3,3,0,2,Medium,High,Best,High,Excellent,Yes
3350,41,Female,Divorced,Bachelor,Life Sciences,Research & Development,Sales Executive,2,26570,Travel_Rarely,23,11,0,4.0,10.0,3,7,1,0,Medium,Very High,Good,Very High,Excellent,Yes
3351,28,Female,Divorced,Bachelor,Life Sciences,Research & Development,Manager,3,135910,Travel_Rarely,10,20,1,5.0,6.0,2,2,2,2,High,High,Better,High,Outstanding,No
3352,39,Female,Married,Master,Life Sciences,Research & Development,Human Resources,4,66960,Travel_Rarely,10,11,0,7.0,8.0,3,2,2,2,Very High,Low,Bad,High,Excellent,Yes
3353,27,Male,Single,Bachelor,Medical,Research & Development,Research Scientist,1,20580,Travel_Rarely,1,14,1,1.0,1.0,5,1,0,0,Medium,High,Better,High,Excellent,No
3354,34,Male,Divorced,College,Technical Degree,Research & Development,Human Resources,2,88650,Travel_Rarely,12,11,1,1.0,1.0,0,1,1,0,Medium,Medium,Better,High,Excellent,No
3355,42,Male,Single,Below College,Technical Degree,Sales,Human Resources,2,59400,Travel_Rarely,11,16,0,7.0,10.0,2,5,0,3,High,High,Better,Medium,Excellent,No
3356,33,Female,Single,Bachelor,Marketing,Sales,Sales Executive,1,59140,Travel_Rarely,2,16,1,3.0,6.0,4,3,0,2,High,Low,Better,High,Excellent,No
3357,58,Male,Divorced,Master,Life Sciences,Research & Development,Research Scientist,1,26220,Travel_Rarely,2,23,0,2.0,24.0,3,6,0,4,High,Medium,Better,High,Outstanding,No
3358,31,Female,Married,Bachelor,Life Sciences,Sales,Sales Representative,1,121850,Travel_Rarely,1,14,0,3.0,13.0,2,7,5,2,Medium,High,Best,High,Excellent,No
3359,35,Male,Married,Below College,Life Sciences,Research & Development,Healthcare Representative,3,106090,Travel_Rarely,2,22,0,1.0,10.0,3,10,0,7,Very High,Very High,Bad,High,Outstanding,No
3360,49,Female,Married,College,Life Sciences,Research & Development,Sales Executive,2,43450,Travel_Rarely,25,15,0,4.0,29.0,3,26,1,7,Low,Medium,Good,Medium,Excellent,No
