MonthlyIncome,MaritalStatus,NumCompaniesWorked,DistanceFromHome,JobSatisfaction,Attrition
24220,Married,1.0,2,High,No
54720,Single,3.0,17,Very High,Yes
24510,Married,7.0,19,Very High,No
42400,Divorced,1.0,1,Medium,No
109990,Divorced,1.0,7,Very High,No
50030,Divorced,0.0,5,Medium,No
127420,Married,1.0,28,Very High,No
42270,Divorced,4.0,2,Low,No
39170,Single,1.0,29,Medium,No
183030,Divorced,6.0,1,Medium,No
23800,Single,4.0,21,High,No
137260,Single,3.0,24,High,No
47770,Single,1.0,1,Low,No
63850,Divorced,1.0,18,Very High,No
199730,Married,6.0,2,High,No
68610,Divorced,4.0,9,Very High,No
49690,Single,1.0,6,High,Yes
198450,Married,7.0,11,High,No
133200,Married,3.0,24,Very High,No
63470,Married,2.0,10,High,Yes
27430,Single,1.0,1,Medium,Yes
108800,Single,1.0,18,Very High,No
23420,Divorced,5.0,23,Medium,No
176500,Married,1.0,28,Very High,No
40250,Divorced,3.0,17,Very High,No
97250,Married,1.0,3,Medium,No
119040,Divorced,1.0,13,Very High,No
21770,Married,1.0,7,Very High,No
75250,Divorced,1.0,12,Very High,Yes
48340,Married,1.0,1,Very High,No
20420,Single,0.0,13,Very High,No
22200,Married,1.0,25,Very High,No
10520,Married,1.0,6,High,No
28210,Single,1.0,6,High,No
192370,Married,9.0,2,High,No
41070,Single,3.0,1,Very High,No
83960,Married,3.0,2,High,No
20070,Married,1.0,6,High,Yes
196270,Married,7.0,1,High,Yes
106860,Married,1.0,9,High,No
29420,Single,1.0,1,Medium,No
88580,Married,6.0,1,High,No
167560,Married,1.0,14,High,No
107980,Married,6.0,2,Medium,No
23230,Married,2.0,22,Low,No
14160,Divorced,1.0,3,Low,No
46150,Single,6.0,6,Medium,No
24610,Married,2.0,8,High,No
87220,Married,1.0,9,Very High,No
39550,Married,7.0,3,Medium,No
99570,Divorced,4.0,1,Very High,No
33760,Divorced,5.0,1,Low,Yes
88230,Single,6.0,26,Medium,Yes
103220,Single,1.0,6,Medium,No
46210,Single,2.0,3,Very High,No
109760,Married,1.0,3,Very High,No
36600,Married,3.0,6,High,No
104820,Single,1.0,6,Medium,No
71190,Married,4.0,19,High,No
95820,Single,0.0,9,Low,No
45080,Married,0.0,3,Very High,No
22070,Divorced,6.0,10,Very High,Yes
77560,Married,1.0,3,High,No
66940,Single,1.0,3,Very High,No
36910,Single,1.0,4,Medium,Yes
23770,Single,8.0,8,High,No
23130,Divorced,2.0,7,Low,No
176650,Married,0.0,1,Very High,No
25960,Single,8.0,2,Medium,No
47280,Single,3.0,3,Very High,No
43020,Single,2.0,10,Low,Yes
29790,Married,4.0,28,Medium,No
168850,Married,2.0,9,High,Yes
55930,Divorced,1.0,3,Low,No
104450,Married,3.0,2,High,No
87400,Single,2.0,10,Medium,No
25140,Married,3.0,8,Very High,No
76550,Married,9.0,1,High,Yes
174650,Divorced,8.0,1,Medium,No
108200,Divorced,5.0,14,Medium,No
196260,Divorced,1.0,7,High,No
20700,Married,4.0,10,High,No
67820,Single,0.0,16,Very High,No
77790,Single,5.0,10,Very High,No
27910,Single,1.0,1,Medium,Yes
32010,Married,1.0,8,High,No
49680,Married,1.0,1,Low,Yes
131200,Married,1.0,8,Very High,No
40330,Married,2.0,1,High,No
32910,Married,1.0,24,Medium,No
42720,Divorced,7.0,3,Very High,No
50560,Married,7.0,27,Low,No
28440,Divorced,1.0,10,Medium,Yes
27030,Divorced,2.0,19,Medium,No
19040,Single,1.0,15,Very High,Yes
82240,Married,6.0,8,Low,No
47660,Married,1.0,9,Very High,No
26100,Single,7.0,3,High,No
57310,Single,8.0,9,Medium,No
25390,Married,4.0,2,Low,No
57140,Married,5.0,7,Low,No
43230,Divorced,2.0,10,Very High,No
73360,Divorced,5.0,6,Medium,No
134990,Married,4.0,2,Low,Yes
137580,Single,1.0,24,Low,Yes
51550,Divorced,2.0,2,Very High,No
22580,Single,4.0,8,High,No
35970,Single,3.0,3,Medium,No
25150,Divorced,0.0,1,High,No
44200,Single,9.0,26,High,No
65780,Married,0.0,2,Medium,Yes
44220,Married,4.0,10,Medium,Yes
102740,Divorced,4.0,27,Very High,No
53430,Married,1.0,2,High,No
23760,Divorced,4.0,2,Medium,No
53460,Married,0.0,8,High,No
28270,Divorced,8.0,19,Medium,No
199430,Divorced,2.0,1,Low,No
31310,Married,4.0,27,Very High,No
25520,Married,2.0,8,Low,No
44770,Married,1.0,1,Low,No
64740,Married,2.0,19,Very High,No
30330,Single,1.0,8,Very High,No
29360,Married,2.0,10,High,No
186060,Single,1.0,2,High,No
21680,Married,0.0,2,Low,Yes
28530,Divorced,4.0,8,Low,Yes
170480,Married,4.0,1,High,No
22900,Married,4.0,2,Medium,No
36000,Married,1.0,8,Very High,No
21070,Single,0.0,8,Very High,No
41150,Married,1.0,6,Very High,No
43270,Single,8.0,9,Very High,No
178560,Married,3.0,11,High,No
31960,Single,4.0,2,High,No
190810,Divorced,3.0,1,Very High,No
89660,Divorced,1.0,7,Very High,No
22100,Divorced,8.0,16,High,No
45390,Single,4.0,2,High,No
27410,Single,7.0,1,Medium,Yes
34910,Divorced,2.0,23,Low,No
45410,Married,1.0,2,High,No
26780,Married,1.0,1,Medium,No
73790,Married,7.0,1,High,No
62720,Married,4.0,2,Medium,No
52200,Single,1.0,13,Very High,Yes
27430,Married,5.0,4,Medium,Yes
49980,Married,0.0,16,Low,No
102520,Divorced,8.0,2,Very High,No
27810,Married,8.0,2,Very High,No
68520,Married,1.0,29,Medium,No
49500,Single,1.0,12,Very High,Yes
35790,Single,1.0,16,Medium,Yes
131910,Married,1.0,11,High,No
103770,Divorced,1.0,2,High,No
22350,Married,2.0,14,Very High,No
105020,Single,3.0,5,Low,No
20110,Married,5.0,7,Low,No
18590,Married,0.0,2,Medium,No
37600,Married,0.0,3,Very High,No
177790,Single,1.0,5,Very High,No
68330,Divorced,2.0,3,Low,No
68120,Married,1.0,26,High,No
51710,Single,0.0,4,High,No
197400,Divorced,3.0,2,Very High,No
187110,Married,2.0,1,Low,No
36920,Married,1.0,27,Low,Yes
25590,Single,1.0,1,Very High,Yes
25170,Married,2.0,13,Medium,No
182650,Married,9.0,7,Low,No
161240,Divorced,2.0,9,Very High,No
25850,Married,3.0,8,Very High,No
182130,Divorced,8.0,25,High,No
83800,Married,0.0,16,Very High,No
29940,Single,4.0,8,High,No
12230,Single,1.0,1,High,No
11180,Married,1.0,8,Very High,No
28750,Single,1.0,2,Low,Yes
188240,Married,6.0,8,High,No
135770,Married,1.0,3,Medium,No
26250,Married,1.0,9,Very High,No
187890,Single,3.0,25,High,Yes
45380,Married,8.0,1,Medium,No
105120,Married,1.0,1,Low,No
44440,Divorced,1.0,4,Medium,No
21540,Married,4.0,5,Very High,No
191900,Single,3.0,9,High,Yes
44900,Divorced,2.0,3,Very High,No
35060,Married,3.0,11,Very High,No
23720,Divorced,3.0,1,Very High,No
102310,Married,1.0,8,Medium,Yes
54100,Married,0.0,25,Low,No
79780,Single,1.0,21,High,No
38670,Divorced,1.0,23,Low,No
28380,Married,1.0,1,Medium,No
46950,Single,1.0,2,Very High,No
33390,Divorced,1.0,19,High,No
20800,Single,0.0,2,Low,No
20960,Married,0.0,2,Low,No
62090,Divorced,5.0,3,Very High,No
180610,Married,1.0,25,Low,No
171230,Divorced,5.0,7,Very High,Yes
23720,Single,4.0,9,Low,No
48830,Married,1.0,5,Very High,No
39040,Single,1.0,2,Very High,No
46270,Single,8.0,8,Very High,No
70940,Married,1.0,2,Very High,Yes
34230,Single,6.0,18,Low,Yes
66740,Married,3.0,14,High,No
168800,Divorced,1.0,2,High,No
90940,Married,1.0,3,High,No
84460,Married,0.0,2,Medium,No
119160,Married,4.0,9,Medium,No
45340,Divorced,1.0,6,Very High,No
98520,Single,0.0,4,Low,No
61510,Single,1.0,10,High,No
23020,Married,4.0,14,High,No
23620,Single,6.0,1,Low,No
178610,Single,1.0,5,High,No
191870,Single,1.0,7,Very High,No
197170,Married,1.0,21,High,No
35440,Married,3.0,8,Medium,No
85000,Married,4.0,20,Medium,No
46610,Married,1.0,20,Medium,No
41030,Divorced,6.0,7,High,No
42490,Single,2.0,1,High,No
140260,Divorced,1.0,1,High,No
68930,Married,0.0,19,Medium,No
61250,Married,0.0,10,High,No
36690,Married,2.0,1,High,No
100080,Divorced,6.0,6,Low,No
23870,Married,3.0,2,Very High,No
46390,Married,0.0,21,Medium,No
78980,Married,7.0,4,High,No
25340,Single,0.0,12,High,No
131420,Single,1.0,9,High,No
16110,Married,0.0,3,Very High,No
53630,Single,1.0,3,Medium,No
50710,Married,8.0,1,Very High,No
136950,Married,0.0,1,Medium,No
134020,Single,7.0,4,Very High,No
20290,Married,3.0,20,High,No
63770,Married,1.0,18,Very High,No
54290,Married,1.0,1,Very High,No
27850,Divorced,0.0,2,High,No
46140,Divorced,2.0,2,Very High,No
26100,Single,6.0,8,Very High,No
66870,Single,1.0,10,Low,No
47240,Single,2.0,3,Very High,No
61790,Married,1.0,2,Low,Yes
61200,Married,0.0,24,Very High,No
105960,Divorced,7.0,16,Medium,No
54670,Divorced,1.0,8,High,No
29960,Married,9.0,9,Very High,Yes
99980,Married,5.0,17,High,No
40780,Married,8.0,10,High,Yes
109200,Married,0.0,13,Medium,No
62320,Married,1.0,1,High,No
132470,Divorced,1.0,1,Very High,No
40810,Divorced,2.0,1,Medium,No
57690,Single,1.0,9,Low,No
23940,Single,1.0,16,Very High,No
39040,Married,1.0,23,Very High,No
167990,Divorced,7.0,4,High,Yes
29500,Married,4.0,22,Very High,No
36290,Single,8.0,24,High,No
93620,Single,2.0,10,High,No
32290,Married,1.0,7,High,No
35780,Married,2.0,17,High,No
79880,Married,1.0,14,Very High,No
42840,Married,4.0,1,Medium,No
75530,Single,1.0,5,Low,No
173280,Divorced,4.0,17,Low,Yes
197010,Married,0.0,25,Very High,No
147320,Single,0.0,8,Low,No
92780,Single,0.0,11,High,No
13590,Married,4.0,5,Very High,No
47790,Married,4.0,2,Low,No
164220,Married,1.0,8,Medium,No
29960,Married,2.0,6,Medium,No
12610,Married,2.0,4,High,No
20990,Single,8.0,7,Very High,Yes
58100,Married,1.0,1,Medium,No
56470,Single,6.0,2,High,Yes
34200,Married,1.0,10,High,No
44000,Married,9.0,5,Medium,No
35000,Single,0.0,9,Very High,No
20660,Married,4.0,2,Low,No
171690,Divorced,1.0,11,High,No
41620,Single,0.0,18,High,No
92040,Married,6.0,7,High,No
32940,Married,0.0,3,Medium,No
21270,Single,0.0,29,High,No
39750,Divorced,1.0,2,High,No
107930,Divorced,0.0,28,Very High,No
36460,Divorced,1.0,16,Low,No
74460,Divorced,0.0,22,Medium,No
108510,Divorced,1.0,8,Very High,No
21090,Married,2.0,11,Very High,No
37220,Single,5.0,29,Very High,No
93800,Divorced,0.0,1,High,No
54860,Single,7.0,1,Low,Yes
27420,Single,0.0,24,Medium,No
137570,Single,1.0,2,Very High,No
84630,Single,2.0,15,Low,Yes
165980,Single,1.0,10,Low,Yes
23450,Married,3.0,3,Very High,No
34200,Single,3.0,2,Low,No
43730,Single,4.0,3,Very High,No
47590,Married,2.0,26,Very High,No
53010,Single,1.0,1,High,No
36730,Married,3.0,1,Very High,Yes
47680,Married,2.0,2,Very High,Yes
12740,Divorced,1.0,9,High,No
49000,Married,1.0,12,High,Yes
104660,Married,1.0,2,Very High,No
170070,Married,9.0,25,Low,No
29090,Married,2.0,9,Low,No
57650,Divorced,1.0,10,Very High,No
45990,Divorced,1.0,8,Low,No
24040,Single,1.0,4,High,Yes
31720,Single,1.0,24,High,No
20330,Single,1.0,1,Very High,No
102090,Married,1.0,20,High,Yes
86200,Single,0.0,7,High,No
20640,Married,4.0,17,Medium,No
40350,Single,4.0,20,Very High,No
38380,Married,1.0,8,Very High,No
45910,Single,9.0,2,High,Yes
25610,Single,1.0,10,High,Yes
15630,Divorced,5.0,1,Low,No
48980,Married,2.0,5,Low,No
31800,Single,1.0,29,Very High,No
65490,Married,1.0,15,Low,No
63880,Married,3.0,3,Low,No
112440,Divorced,3.0,10,Very High,No
160320,Divorced,1.0,4,High,No
23620,Married,1.0,21,Very High,No
163280,Single,1.0,25,Very High,No
83760,Divorced,5.0,2,High,No
166060,Single,7.0,1,Low,No
86060,Divorced,1.0,1,High,No
22720,Divorced,2.0,7,High,No
20180,Single,1.0,3,Medium,No
70830,Divorced,2.0,1,Low,No
40840,Married,4.0,9,Low,No
144110,Married,0.0,7,High,Yes
23080,Single,7.0,10,High,No
48410,Married,0.0,28,Medium,No
42850,Single,1.0,3,Medium,No
97150,Married,1.0,3,Medium,No
43200,Married,3.0,2,Very High,No
21320,Single,1.0,27,Very High,No
101240,Single,0.0,2,Low,No
54730,Married,4.0,14,Low,No
52070,Single,4.0,1,High,No
164370,Divorced,8.0,9,Medium,No
22960,Married,1.0,18,Very High,No
40690,Single,1.0,20,High,No
74410,Married,3.0,2,Very High,No
24300,Divorced,7.0,11,Very High,No
58780,Married,1.0,8,Medium,No
26440,Single,4.0,2,Very High,No
64390,Divorced,3.0,10,Low,No
24510,Married,3.0,29,Very High,No
63920,Married,1.0,8,Very High,No
97140,Single,1.0,1,Very High,Yes
60770,Married,1.0,6,Medium,No
24500,Single,0.0,8,Very High,No
92500,Divorced,1.0,9,Medium,No
20740,Married,2.0,12,Low,No
101690,Single,1.0,15,High,No
48550,Married,9.0,25,High,No
40870,Married,0.0,6,High,No
23670,Married,1.0,9,High,No
29720,Single,0.0,8,High,No
195860,Married,4.0,23,Medium,No
54840,Divorced,4.0,9,Low,Yes
20610,Single,1.0,12,Low,No
99240,Single,1.0,4,Very High,Yes
41980,Single,1.0,1,High,No
68150,Divorced,5.0,24,Very High,No
47230,Married,9.0,12,Very High,No
61420,Married,3.0,3,Medium,No
82370,Single,1.0,10,High,Yes
88530,Married,1.0,26,Very High,No
193310,Single,1.0,2,Very High,No
20730,Single,3.0,1,Low,No
55620,Single,1.0,4,High,Yes
196130,Single,2.0,9,Very High,No
34070,Married,0.0,2,High,No
50630,Divorced,6.0,4,Medium,No
46390,Single,2.0,6,Very High,No
48760,Single,2.0,9,Low,No
26900,Married,0.0,7,Very High,No
175670,Divorced,5.0,1,Very High,No
24080,Married,1.0,3,Very High,No
28140,Divorced,1.0,10,High,No
112450,Married,0.0,7,Medium,No
33120,Married,9.0,15,Medium,Yes
190490,Single,7.0,3,High,No
21410,Married,4.0,2,High,Yes
57690,Married,1.0,17,Medium,No
43850,Married,1.0,2,Very High,Yes
53320,Single,1.0,5,High,Yes
46630,Married,0.0,29,Very High,No
47240,Married,1.0,2,Low,No
32110,Single,4.0,2,High,No
53770,Single,4.0,19,Very High,No
40660,Married,3.0,15,High,Yes
52080,Divorced,3.0,17,High,No
48770,Married,1.0,17,High,No
31170,Divorced,6.0,25,Medium,No
15690,Single,2.0,6,Very High,Yes
196580,Married,4.0,7,High,No
30690,Married,2.0,29,High,No
104350,Married,0.0,21,Very High,No
41480,Single,7.0,2,Low,Yes
57680,Single,5.0,2,Very High,No
50420,Single,3.0,7,High,No
57700,Single,1.0,13,High,No
77560,Divorced,0.0,2,Very High,No
103060,Divorced,5.0,1,Low,No
39360,Single,0.0,9,Very High,No
79450,Divorced,4.0,10,Low,No
57430,Married,2.0,10,Low,No
152020,Single,1.0,1,Medium,No
54400,Divorced,1.0,26,Medium,No
37600,Married,1.0,8,Medium,No
35170,Married,2.0,14,High,No
25800,Divorced,8.0,1,Medium,No
21660,Single,1.0,2,Very High,No
58690,Married,1.0,10,High,No
80080,Married,2.0,1,High,No
52060,Married,4.0,3,Medium,No
52950,Married,7.0,11,Very High,No
164130,Married,6.0,24,High,No
132690,Married,1.0,3,Very High,No
27830,Divorced,6.0,3,Medium,No
54330,Married,1.0,4,Very High,No
20130,Divorced,3.0,3,Very High,No
139660,Divorced,1.0,2,High,No
43740,Single,3.0,4,Medium,No
68420,Divorced,4.0,7,High,No
174260,Married,2.0,1,Very High,No
176030,Single,4.0,1,Very High,No
45810,Single,3.0,20,High,No
47350,Married,0.0,5,Medium,No
41870,Single,0.0,10,Low,Yes
55050,Single,4.0,25,Medium,No
54700,Divorced,1.0,1,Low,No
54760,Divorced,4.0,24,Low,No
25870,Divorced,4.0,4,Low,No
24400,Single,0.0,2,Very High,No
159720,Single,1.0,8,Very High,Yes
153790,Divorced,1.0,10,Low,No
70820,Single,1.0,4,Very High,No
27280,Married,8.0,2,Very High,No
53680,Single,2.0,9,Medium,No
53470,Single,1.0,18,Medium,Yes
31950,Married,2.0,19,High,No
39890,Divorced,1.0,1,Low,No
33060,Married,1.0,4,Medium,No
70050,Married,1.0,11,High,No
26550,Single,8.0,6,Medium,No
13930,Married,1.0,7,High,No
25700,Single,3.0,4,Medium,No
35370,Married,0.0,2,High,No
39860,Single,1.0,15,Medium,No
108830,Married,3.0,2,High,Yes
95250,Married,9.0,9,Very High,No
29290,Married,1.0,7,Low,No
22750,Single,5.0,1,Medium,No
78790,Divorced,2.0,1,High,No
49300,Married,9.0,8,High,No
78470,Married,3.0,25,Very High,No
44010,Married,5.0,13,Low,No
92410,Divorced,1.0,23,Very High,No
29740,Divorced,1.0,7,High,No
45020,Married,8.0,23,Very High,No
107480,Married,7.0,6,Low,Yes
15550,Married,1.0,10,Very High,Yes
129360,Divorced,1.0,1,Medium,No
23050,Single,1.0,1,Very High,No
167040,Married,9.0,28,Very High,No
34330,Divorced,7.0,25,Low,No
34770,Married,1.0,5,Very High,Yes
64300,Single,1.0,17,High,No
65160,Single,1.0,18,High,No
39070,Married,5.0,2,Medium,No
55620,Single,5.0,10,Low,Yes
68830,Single,3.0,1,Very High,No
49780,Single,0.0,2,High,Yes
103680,Single,6.0,2,Very High,No
61340,Married,2.0,8,Low,No
67350,Single,8.0,16,Medium,No
32950,Married,6.0,9,Medium,No
52380,Divorced,1.0,2,Very High,No
64720,Divorced,0.0,1,High,No
96100,Married,0.0,4,High,No
198330,Married,3.0,5,Very High,No
97560,Divorced,4.0,2,Very High,No
49680,Married,1.0,15,Very High,No
21450,Single,1.0,19,High,No
21800,Single,1.0,7,Very High,Yes
83460,Single,7.0,1,Very High,No
34450,Married,1.0,7,Very High,No
27600,Married,8.0,4,High,No
62940,Divorced,3.0,11,Very High,No
71400,Married,5.0,11,Very High,Yes
29320,Married,5.0,1,Very High,No
51470,Married,7.0,1,Low,Yes
45070,Single,1.0,2,High,No
85640,Married,2.0,13,Medium,No
24680,Single,0.0,23,High,Yes
81610,Divorced,7.0,26,High,No
21090,Married,0.0,2,Very High,No
52940,Divorced,2.0,29,Low,No
58110,Married,0.0,18,Very High,No
24370,Divorced,9.0,7,High,No
27660,Married,1.0,2,Very High,No
190380,Married,6.0,26,Low,No
30550,Married,2.0,22,Low,No
22890,Married,4.0,21,High,No
40010,Divorced,6.0,2,High,Yes
129650,Single,0.0,22,High,No
35390,Single,1.0,4,Very High,No
60290,Single,3.0,5,Low,No
26790,Divorced,2.0,2,Very High,No
37020,Married,0.0,25,High,No
23980,Divorced,0.0,18,Low,No
54680,Divorced,0.0,28,High,No
131160,Married,1.0,6,Very High,No
41890,Single,0.0,10,Medium,Yes
193280,Married,1.0,17,Medium,No
83210,Married,3.0,2,Very High,No
23420,Single,4.0,10,Low,No
40710,Married,3.0,8,Medium,No
58130,Single,2.0,11,High,Yes
31430,Married,2.0,18,Medium,No
20440,Married,0.0,1,Very High,No
134640,Divorced,1.0,7,Low,No
79910,Married,0.0,17,Very High,No
33770,Married,0.0,28,Very High,No
55380,Single,0.0,14,Low,No
57620,Married,1.0,1,Medium,Yes
25920,Married,1.0,1,Very High,No
53460,Married,4.0,1,Very High,No
42130,Single,1.0,3,High,No
41270,Divorced,2.0,1,Very High,No
24380,Divorced,7.0,7,Medium,No
68700,Divorced,1.0,8,Low,No
104470,Divorced,1.0,1,Medium,No
96670,Divorced,3.0,8,Medium,No
21480,Married,3.0,11,High,No
89260,Married,1.0,4,High,No
65130,Single,1.0,16,Very High,No
67990,Married,3.0,1,Very High,No
162910,Married,1.0,9,Low,No
27050,Single,1.0,5,Very High,No
103330,Divorced,3.0,1,High,Yes
44480,Divorced,9.0,2,Very High,No
68540,Divorced,2.0,4,Medium,Yes
96370,Single,1.0,7,Very High,No
35910,Single,9.0,1,Low,No
54050,Single,4.0,5,Medium,No
46840,Divorced,1.0,9,Medium,No
157870,Single,1.0,8,Very High,Yes
15140,Married,1.0,9,Very High,No
29560,Married,5.0,2,Medium,No
23350,Single,1.0,1,High,Yes
51540,Married,0.0,20,Medium,No
69620,Married,4.0,8,Very High,No
56750,Divorced,5.0,2,Medium,No
23790,Single,1.0,29,Medium,No
38120,Single,1.0,7,High,No
46480,Single,0.0,9,Low,No
29360,Married,4.0,8,Very High,No
21050,Divorced,0.0,5,Very High,No
85780,Married,7.0,5,Medium,No
27060,Married,1.0,2,High,No
63840,Married,3.0,5,Medium,No
39680,Divorced,2.0,2,High,No
99070,Married,0.0,20,Very High,No
132250,Married,3.0,7,Low,No
35400,Divorced,1.0,3,Low,No
28040,Divorced,0.0,16,Very High,No
193920,Married,6.0,9,Medium,No
196650,Married,1.0,1,Low,No
24390,Single,0.0,7,Very High,No
73140,Single,7.0,1,High,No
47740,Married,2.0,7,Medium,Yes
39020,Single,1.0,15,Medium,No
26620,Married,1.0,1,Medium,No
28560,Single,1.0,13,High,No
10810,Divorced,4.0,24,Very High,No
24720,Single,7.0,7,Very High,No
56730,Married,5.0,9,Very High,Yes
41970,Married,1.0,13,Very High,No
97130,Married,1.0,2,High,No
20620,Married,1.0,19,Very High,No
42840,Married,4.0,1,High,Yes
47880,Single,3.0,4,Very High,No
59060,Married,4.0,4,High,No
38860,Divorced,1.0,14,High,No
168230,Married,0.0,2,Medium,No
29330,Single,3.0,1,High,No
65000,Married,8.0,7,Low,No
171740,Married,9.0,3,Very High,No
50330,Married,2.0,2,Very High,No
23070,Married,1.0,29,Low,Yes
25870,Single,0.0,8,Very High,No
55070,Divorced,1.0,10,High,No
43930,Married,1.0,11,Medium,No
133480,Divorced,7.0,1,Very High,No
65830,Divorced,0.0,28,Very High,No
39780,Divorced,1.0,3,Medium,No
25440,Single,0.0,16,Medium,No
53990,Divorced,1.0,20,Very High,No
54870,Single,6.0,9,Medium,No
68340,Single,3.0,1,High,No
10910,Single,2.0,3,Very High,No
57360,Married,1.0,22,High,No
22260,Divorced,0.0,7,High,No
57470,Married,1.0,2,Medium,No
98540,Married,3.0,13,High,No
54670,Divorced,4.0,8,Low,No
53800,Married,7.0,25,High,No
51510,Married,1.0,28,High,No
21330,Single,3.0,2,Very High,No
178750,Single,1.0,9,Medium,Yes
24320,Single,4.0,28,Very High,No
47710,Married,4.0,6,Very High,No
191610,Married,2.0,21,High,No
50870,Married,3.0,8,High,No
28630,Single,1.0,1,Very High,No
55610,Single,1.0,28,High,Yes
21440,Married,6.0,5,Low,No
30650,Married,2.0,2,High,No
28100,Single,1.0,16,Medium,Yes
98880,Single,6.0,9,Very High,No
86280,Married,2.0,8,High,Yes
28670,Single,0.0,1,Medium,No
53730,Single,1.0,10,Medium,Yes
66670,Single,9.0,1,Very High,No
50030,Single,9.0,29,Medium,No
23670,Divorced,1.0,2,Medium,No
28580,Single,1.0,2,Very High,No
52040,Single,8.0,2,High,No
41050,Married,4.0,1,Very High,No
96790,Married,4.0,15,High,No
56170,Single,8.0,7,Very High,Yes
104480,Single,2.0,26,Very High,No
28970,Divorced,1.0,1,High,No
75100,Single,0.0,14,Low,Yes
29910,Married,1.0,16,Medium,No
196360,Married,1.0,1,High,No
11290,Single,9.0,3,Very High,Yes
133410,Divorced,1.0,10,Low,No
43320,Divorced,7.0,6,Medium,No
110310,Divorced,3.0,2,Low,No
44400,Single,2.0,9,Medium,No
46170,Divorced,1.0,10,Medium,No
26470,Married,6.0,6,High,No
63230,Married,4.0,9,Low,No
56770,Married,9.0,28,High,No
21870,Married,1.0,10,Low,No
37480,Married,7.0,14,Very High,No
39770,Divorced,4.0,27,High,No
86330,Single,1.0,7,Very High,No
20080,Married,3.0,1,High,No
44400,Married,1.0,24,Low,No
30670,Divorced,1.0,26,High,No
53210,Married,9.0,20,Low,No
54100,Single,0.0,5,High,No
119570,Divorced,1.0,7,Low,No
26600,Married,5.0,5,Low,Yes
33750,Married,2.0,26,High,No
50980,Married,3.0,2,Very High,No
48780,Married,2.0,12,Very High,No
28370,Divorced,2.0,10,High,No
24060,Single,2.0,25,Very High,No
22690,Married,5.0,10,Low,No
41080,Divorced,2.0,19,High,No
132060,Married,0.0,18,Very High,No
104220,Single,1.0,27,Medium,Yes
137440,Divorced,0.0,5,High,Yes
49070,Married,1.0,3,Very High,No
34820,Married,0.0,26,High,No
24360,Divorced,1.0,3,Very High,No
23800,Married,4.0,15,Very High,No
194310,Married,1.0,8,High,No
17900,Married,5.0,19,Medium,Yes
76440,Single,1.0,4,Very High,Yes
51310,Married,0.0,2,Low,No
63060,Divorced,3.0,2,Very High,No
47870,Married,0.0,10,High,No
188800,Single,0.0,10,Very High,No
23390,Married,4.0,16,Low,No
135700,Divorced,5.0,1,Very High,No
67120,Married,6.0,4,High,No
54060,Single,0.0,15,High,No
89380,Single,7.0,2,High,No
88370,Married,2.0,2,Very High,No
53430,Divorced,1.0,7,Medium,No
67280,Married,7.0,10,High,Yes
66520,Divorced,7.0,5,Very High,Yes
48500,Single,0.0,2,Medium,No
56890,Married,3.0,22,High,Yes
20010,Divorced,9.0,17,Low,Yes
29770,Married,4.0,2,High,No
40250,Single,1.0,3,Very High,No
37850,Single,5.0,7,High,Yes
108540,Married,2.0,6,Very High,No
120310,Single,3.0,1,Medium,No
99360,Single,7.0,3,Very High,No
29660,Married,9.0,22,High,No
25710,Single,7.0,15,High,No
99910,Married,1.0,12,High,No
61420,Single,4.0,1,Very High,No
53900,Married,1.0,5,Low,No
44040,Married,0.0,2,Medium,No
59930,Divorced,0.0,2,High,Yes
51300,Divorced,4.0,5,Very High,No
20900,Divorced,4.0,16,High,No
29090,Divorced,9.0,2,Very High,No
34680,Single,1.0,2,Medium,Yes
30680,Divorced,3.0,1,Low,No
26700,Single,2.0,23,High,No
26930,Divorced,5.0,9,High,No
95260,Single,1.0,16,High,No
52370,Single,1.0,26,Very High,No
24260,Single,1.0,1,Very High,Yes
41930,Single,4.0,8,Very High,No
29110,Married,5.0,4,High,No
26610,Married,7.0,24,Low,No
20280,Divorced,1.0,7,Medium,No
99800,Divorced,3.0,2,Low,No
32980,Married,8.0,7,High,Yes
29350,Married,0.0,22,Very High,No
154270,Married,3.0,5,High,No
39440,Married,6.0,1,Medium,No
40110,Divorced,1.0,21,High,No
34070,Married,1.0,1,Very High,No
119940,Married,1.0,19,Medium,No
12320,Married,1.0,7,Medium,No
29600,Married,1.0,2,Medium,No
190940,Married,1.0,2,High,No
39190,Married,1.0,2,High,Yes
68250,Married,1.0,9,Low,Yes
102480,Married,1.0,6,Very High,No
189470,Divorced,2.0,9,Low,Yes
24960,Single,4.0,2,Very High,No
64650,Divorced,4.0,1,Very High,No
22060,Divorced,0.0,22,High,No
20860,Married,4.0,9,High,No
22930,Single,1.0,17,Medium,No
26450,Married,1.0,28,Very High,No
26830,Divorced,4.0,10,Very High,No
20140,Single,3.0,2,Low,No
34190,Divorced,3.0,4,High,No
53760,Married,7.0,8,Low,No
19510,Single,4.0,29,High,No
23410,Divorced,1.0,13,High,No
22930,Divorced,0.0,27,Low,Yes
87260,Single,1.0,16,High,No
40110,Married,4.0,2,Very High,No
195450,Married,0.0,2,High,No
45680,Divorced,0.0,13,High,No
30220,Married,1.0,1,Very High,No
57720,Divorced,1.0,4,High,No
22690,Single,7.0,24,Low,No
53810,Married,1.0,1,Very High,No
34410,Married,2.0,19,Low,Yes
54540,Married,1.0,7,Very High,No
